passenger_id,classe,sobreviveu,idade,irmaos_conjuge,pais_filhos,tarifa,sexo_female,sexo_male,embarque_24.0,embarque_C,embarque_Q,embarque_S
556,2,0,27.0,0,0,26.0,0,1,0,0,0,1
445,2,0,18.0,1,1,13.0,1,0,0,0,0,1
1308,3,0,29.0,0,0,7.875,0,1,0,0,0,1
1147,3,0,22.0,0,0,39.6875,1,0,0,0,0,1
287,1,0,61.0,0,0,32.3208,0,1,0,0,0,1
173,1,0,32.5,0,0,14.4542,0,1,0,1,0,0
1052,3,0,3.0,0,0,7.8958,0,1,0,0,0,1
815,3,0,3.0,0,0,14.5,0,1,0,0,0,1
268,1,0,24.0,1,0,60.0,0,1,0,0,0,1
885,3,0,17.0,1,0,7.0542,0,1,0,0,0,1
1206,3,0,4.0,3,2,27.9,0,1,0,0,0,1
1018,3,0,3.0,0,0,8.05,0,1,0,0,0,1
834,3,0,32.0,0,0,8.3625,0,1,0,0,0,1
419,2,0,21.0,1,0,11.5,0,1,0,0,0,1
634,3,0,26.0,0,0,7.8958,0,1,0,0,0,1
804,3,0,3.0,0,0,7.75,0,1,0,0,1,0
863,3,0,28.0,0,0,7.8958,0,1,0,0,0,1
1275,3,0,16.0,2,0,18.0,0,1,0,0,0,1
372,2,0,29.0,1,0,26.0,0,1,0,0,0,1
325,2,0,30.0,0,0,13.0,0,1,0,0,0,1
1104,3,0,16.0,4,1,39.6875,0,1,0,0,0,1
1176,3,0,3.0,8,2,69.55,0,1,0,0,0,1
425,2,0,52.0,0,0,13.0,0,1,0,0,0,1
958,3,0,3.0,0,0,25.4667,1,0,0,0,0,1
154,1,0,55.0,1,1,93.5,0,1,0,0,0,1
1086,3,0,31.0,0,0,7.8542,1,0,0,0,0,1
1297,3,0,3.0,0,0,7.25,0,1,0,0,0,1
852,3,0,3.0,0,0,7.55,1,0,0,0,0,1
663,3,0,26.0,0,0,7.8958,0,1,0,0,0,1
699,3,0,38.0,0,0,8.6625,0,1,0,0,0,1
1231,3,0,29.0,1,1,10.4625,1,0,0,0,0,1
363,2,0,3.0,0,0,0.0,0,1,0,0,0,1
718,3,0,20.0,0,0,7.05,0,1,0,0,0,1
357,2,0,42.0,0,0,13.0,0,1,0,0,0,1
756,3,0,3.0,1,0,16.1,0,1,0,0,0,1
563,2,0,35.0,0,0,10.5,0,1,0,0,0,1
662,3,0,40.0,0,0,7.225,0,1,0,1,0,0
53,1,0,17.0,0,0,47.1,0,1,0,0,0,1
411,2,0,38.0,0,0,13.0,1,0,0,0,0,1
1127,3,0,19.0,0,0,7.8958,0,1,0,0,0,1
644,3,0,40.0,1,0,31.3875,0,1,0,0,0,1
747,3,0,0.3333,0,2,14.4,0,1,0,0,0,1
1242,3,0,3.0,0,0,6.4375,0,1,0,1,0,0
38,1,0,41.0,0,0,30.5,0,1,0,0,0,1
772,3,0,17.0,0,0,7.8958,0,1,0,0,0,1
773,3,0,42.0,0,0,8.6625,0,1,0,0,0,1
635,3,0,25.0,1,0,17.8,0,1,0,0,0,1
700,3,0,17.0,0,0,8.6625,0,1,0,0,0,1
74,1,0,3.0,0,0,52.0,0,1,0,0,0,1
1046,3,0,22.0,0,0,7.8958,0,1,0,0,0,1
408,2,0,18.0,0,0,10.5,0,1,0,0,0,1
115,1,0,64.0,1,0,14.4542,0,1,0,0,0,1
414,2,0,34.0,1,0,21.0,0,1,0,0,0,1
522,2,0,39.0,0,0,13.0,0,1,0,0,0,1
627,3,0,9.0,4,2,31.275,1,0,0,0,0,1
1285,3,0,32.5,0,0,9.5,0,1,0,0,0,1
786,3,0,18.0,0,0,7.775,0,1,0,0,0,1
965,3,0,24.0,0,0,9.5,0,1,0,0,0,1
576,2,0,40.0,0,0,13.0,0,1,0,0,0,1
1072,3,0,3.0,0,0,7.7333,0,1,0,0,1,0
382,2,0,3.0,0,0,21.0,1,0,0,0,0,1
327,2,0,25.0,0,0,10.5,0,1,0,0,0,1
826,3,0,1.0,5,2,46.9,0,1,0,0,0,1
996,3,0,33.0,0,0,7.8958,0,1,0,0,0,1
685,3,0,21.0,0,0,16.1,0,1,0,0,0,1
802,3,0,3.0,0,0,6.95,0,1,0,0,1,0
614,3,0,26.0,0,0,7.8875,0,1,0,0,0,1
303,1,0,64.0,1,0,75.25,0,1,0,1,0,0
1145,3,0,8.0,4,1,29.125,0,1,0,0,1,0
412,2,0,35.0,0,0,26.0,0,1,0,0,0,1
705,3,0,3.0,1,0,14.4583,0,1,0,1,0,0
873,3,0,42.0,0,0,7.65,0,1,0,0,0,1
171,1,0,46.0,0,0,26.0,0,1,0,0,0,1
1117,3,0,21.0,0,0,7.925,0,1,0,0,0,1
488,2,0,50.0,1,0,26.0,0,1,0,0,0,1
599,2,0,24.0,0,0,13.0,1,0,0,0,0,1
51,1,0,33.0,0,0,5.0,0,1,0,0,0,1
328,2,0,34.0,1,0,26.0,0,1,0,0,0,1
665,3,0,18.0,0,1,14.4542,1,0,0,1,0,0
543,2,0,36.0,0,0,10.5,0,1,0,0,0,1
955,3,0,3.0,3,1,25.4667,1,0,0,0,0,1
848,3,0,41.0,2,0,14.1083,0,1,0,0,0,1
1051,3,0,33.0,0,0,8.05,0,1,0,0,0,1
846,3,0,20.0,0,0,9.5,0,1,0,0,0,1
1273,3,0,18.0,2,0,18.0,1,0,0,0,0,1
435,2,0,43.0,1,1,26.25,0,1,0,0,0,1
306,1,0,54.0,0,1,77.2875,0,1,0,0,0,1
1181,3,0,24.0,0,0,9.325,0,1,0,0,0,1
1193,3,0,3.0,0,0,7.725,0,1,0,0,1,0
903,3,0,3.0,1,2,23.45,1,0,0,0,0,1
246,1,0,55.0,1,0,59.4,0,1,0,1,0,0
420,2,0,21.0,1,0,11.5,0,1,0,0,0,1
631,3,0,26.0,0,0,7.775,0,1,0,0,0,1
