passenger_id,classe,sobreviveu,sexo,idade,irmaos_conjuge,pais_filhos,bilhete,tarifa,embarque
1035,3,1,male,3.0,1,1,2661,15.2458,C
1036,3,1,female,3.0,0,2,2661,15.2458,C
1037,3,1,female,3.0,0,0,2626,7.2292,C
1038,3,0,male,3.0,0,0,374746,8.05,S
1039,3,1,female,3.0,0,0,35852,7.7333,Q
1040,3,1,female,24.0,0,0,382653,7.75,Q
1041,3,0,male,3.0,0,0,A./5. 3235,8.05,S
1042,3,1,female,3.0,1,0,367230,15.5,Q
1043,3,1,female,3.0,1,0,367230,15.5,Q
1044,3,1,female,3.0,0,0,36568,15.5,Q
1045,3,0,male,18.0,0,0,347078,7.75,S
1046,3,0,male,22.0,0,0,349206,7.8958,S
1047,3,1,female,15.0,0,0,2667,7.225,C
1048,3,1,female,1.0,0,2,2653,15.7417,C
1049,3,1,male,20.0,1,1,2653,15.7417,C
1050,3,1,female,19.0,1,1,2653,15.7417,C
1051,3,0,male,33.0,0,0,A./5. 3338,8.05,S
1052,3,0,male,3.0,0,0,349218,7.8958,S
1053,3,0,male,3.0,0,0,2652,7.2292,C
1054,3,0,female,3.0,0,0,365237,7.75,Q
1055,3,0,male,3.0,0,0,349234,7.8958,S
1056,3,1,male,12.0,1,0,2651,11.2417,C
1057,3,1,female,14.0,1,0,2651,11.2417,C
1058,3,0,female,29.0,0,0,3101297,7.925,S
1059,3,0,male,28.0,0,0,363611,8.05,S
1060,3,1,female,18.0,0,0,347066,7.775,S
1061,3,1,female,26.0,0,0,347470,7.8542,S
1062,3,0,male,21.0,0,0,350410,7.8542,S
1063,3,0,male,41.0,0,0,SOTON/O2 3101272,7.125,S
1064,3,1,male,39.0,0,0,STON/O 2. 3101289,7.925,S
1065,3,0,male,21.0,0,0,A/4. 39886,7.8,S
1066,3,0,male,28.5,0,0,2697,7.2292,C
1067,3,1,female,22.0,0,0,347081,7.75,S
1068,3,0,male,61.0,0,0,345364,6.2375,S
1069,3,0,male,3.0,1,0,370365,15.5,Q
1070,3,0,male,3.0,0,0,330979,7.8292,Q
1071,3,1,female,3.0,1,0,370365,15.5,Q
1072,3,0,male,3.0,0,0,334912,7.7333,Q
1073,3,0,male,3.0,0,0,371060,7.75,Q
1074,3,0,male,3.0,0,0,366713,7.75,Q
1075,3,0,male,23.0,0,0,7267,9.225,S
1076,3,0,female,3.0,0,0,364856,7.75,Q
1077,3,1,female,3.0,0,0,14311,7.75,Q
1078,3,1,female,3.0,0,0,330959,7.8792,Q
1079,3,1,female,22.0,0,0,347085,7.775,S
1080,3,1,male,3.0,0,0,368402,7.75,Q
1081,3,1,female,3.0,0,0,330919,7.8292,Q
1082,3,1,male,9.0,0,1,C 17368,3.1708,S
1083,3,0,male,28.0,0,0,C 4001,22.525,S
1084,3,0,male,42.0,0,1,4579,8.4042,S
1085,3,0,male,3.0,0,0,Fa 265302,7.3125,S
1086,3,0,female,31.0,0,0,350407,7.8542,S
1087,3,0,male,28.0,0,0,347464,7.8542,S
1088,3,1,male,32.0,0,0,347079,7.775,S
1089,3,0,male,20.0,0,0,6563,9.225,S
1090,3,0,female,23.0,0,0,315085,8.6625,S
1091,3,0,female,20.0,0,0,315096,8.6625,S
1092,3,0,male,20.0,0,0,315094,8.6625,S
1093,3,0,male,16.0,0,0,7534,9.2167,S
1094,3,1,female,31.0,0,0,349244,8.6833,S
1095,3,0,female,3.0,0,0,330909,7.6292,Q
1096,3,0,male,2.0,3,1,349909,21.075,S
1097,3,0,male,6.0,3,1,349909,21.075,S
1098,3,0,female,3.0,3,1,349909,21.075,S
1099,3,0,female,8.0,3,1,349909,21.075,S
1100,3,0,female,29.0,0,4,349909,21.075,S
1101,3,0,male,1.0,4,1,3101295,39.6875,S
1102,3,0,male,7.0,4,1,3101295,39.6875,S
1103,3,0,male,2.0,4,1,3101295,39.6875,S
1104,3,0,male,16.0,4,1,3101295,39.6875,S
1105,3,0,male,14.0,4,1,3101295,39.6875,S
1106,3,0,female,41.0,0,5,3101295,39.6875,S
1107,3,0,male,21.0,0,0,315097,8.6625,S
1108,3,0,male,19.0,0,0,358585,14.5,S
1109,3,0,male,3.0,0,0,3411,8.7125,C
1110,3,0,male,32.0,0,0,349242,7.8958,S
1111,3,0,male,0.75,1,1,SOTON/O.Q. 3101315,13.775,S
1112,3,0,female,3.0,1,1,SOTON/O.Q. 3101315,13.775,S
1113,3,0,female,26.0,0,2,SOTON/O.Q. 3101315,13.775,S
1114,3,0,male,3.0,0,0,343271,7.0,S
1115,3,0,male,3.0,0,0,345498,7.775,S
1116,3,0,male,3.0,0,0,A/5 2817,8.05,S
1117,3,0,male,21.0,0,0,STON/O 2. 3101294,7.925,S
1118,3,0,male,25.0,0,0,STON/O 2. 3101291,7.925,S
1119,3,0,male,22.0,0,0,A/5 21174,7.25,S
1120,3,1,male,25.0,1,0,347083,7.775,S
1121,3,1,male,3.0,1,1,2668,22.3583,C
1122,3,1,female,3.0,1,1,2668,22.3583,C
1123,3,1,female,3.0,0,2,2668,22.3583,C
1124,3,0,female,3.0,0,0,330935,8.1375,Q
1125,3,0,male,24.0,0,0,342441,8.05,S
1126,3,0,female,28.0,0,0,349245,7.8958,S
1127,3,0,male,19.0,0,0,349212,7.8958,S
1128,3,0,male,3.0,0,0,349215,7.8958,S
1129,3,0,male,25.0,1,0,347076,7.775,S
1130,3,0,female,18.0,0,0,347087,7.775,S
1131,3,1,male,32.0,0,0,SOTON/O.Q. 392078,8.05,S
1132,3,0,male,3.0,0,0,349227,7.8958,S
1133,3,0,male,17.0,0,0,315095,8.6625,S
1134,3,0,male,24.0,0,0,315092,8.6625,S
1135,3,0,male,3.0,0,0,349223,7.8958,S
1136,3,0,female,3.0,0,0,65305,8.1125,S
1137,3,0,male,3.0,0,0,2629,7.2292,C
1138,3,0,male,3.0,0,0,362316,7.25,S
1139,3,0,male,38.0,0,0,349249,7.8958,S
1140,3,0,male,21.0,0,0,342684,8.05,S
1141,3,0,male,10.0,4,1,382652,29.125,Q
1142,3,0,male,4.0,4,1,382652,29.125,Q
1143,3,0,male,7.0,4,1,382652,29.125,Q
1144,3,0,male,2.0,4,1,382652,29.125,Q
1145,3,0,male,8.0,4,1,382652,29.125,Q
1146,3,0,female,39.0,0,5,382652,29.125,Q
1147,3,0,female,22.0,0,0,3101295,39.6875,S
1148,3,0,male,35.0,0,0,STON/O 2. 3101273,7.125,S
1149,3,1,female,3.0,0,0,334915,7.7208,Q
1150,3,0,male,3.0,0,0,364498,14.5,S
1151,3,0,female,3.0,0,0,364498,14.5,S
1152,3,0,male,50.0,1,0,A/5. 3337,14.5,S
1153,3,0,female,47.0,1,0,A/5. 3337,14.5,S
1154,3,0,male,3.0,0,0,S.C./A.4. 23567,8.05,S
1155,3,0,male,3.0,0,0,312993,7.775,S
1156,3,0,female,2.0,1,1,370129,20.2125,S
1157,3,0,male,18.0,1,1,370129,20.2125,S
1158,3,0,female,41.0,0,2,370129,20.2125,S
1159,3,1,female,3.0,0,0,342712,8.05,S
1160,3,0,male,50.0,0,0,A/5 3594,8.05,S
1161,3,0,male,16.0,0,0,A/4. 20589,8.05,S
1162,3,1,male,3.0,0,0,383162,7.75,Q
1163,3,0,male,3.0,0,0,371110,24.15,Q
1164,3,0,male,3.0,0,0,2671,7.2292,C
1165,3,0,male,25.0,0,0,2672,7.225,C
1166,3,0,male,3.0,0,0,2676,7.225,C
1167,3,0,male,3.0,0,0,367655,7.7292,Q
1168,3,0,male,3.0,0,0,LP 1588,7.575,S
1169,3,0,male,38.5,0,0,SOTON/O.Q. 3101262,7.25,S
1170,3,0,male,3.0,8,2,CA. 2343,69.55,S
1171,3,0,male,14.5,8,2,CA. 2343,69.55,S
1172,3,0,female,3.0,8,2,CA. 2343,69.55,S
1173,3,0,female,3.0,8,2,CA. 2343,69.55,S
1174,3,0,female,3.0,8,2,CA. 2343,69.55,S
1175,3,0,female,3.0,8,2,CA. 2343,69.55,S
1176,3,0,male,3.0,8,2,CA. 2343,69.55,S
1177,3,0,male,3.0,8,2,CA. 2343,69.55,S
1178,3,0,male,3.0,8,2,CA. 2343,69.55,S
1179,3,0,male,3.0,1,9,CA. 2343,69.55,S
1180,3,0,female,3.0,1,9,CA. 2343,69.55,S
1181,3,0,male,24.0,0,0,7266,9.325,S
1182,3,1,female,21.0,0,0,343120,7.65,S
1183,3,0,male,39.0,0,0,3101296,7.925,S
1184,3,0,male,3.0,2,0,2662,21.6792,C
1185,3,0,male,3.0,2,0,2662,21.6792,C
1186,3,0,male,3.0,2,0,2662,21.6792,C
1187,3,1,female,1.0,1,1,PP 9549,16.7,S
1188,3,1,female,24.0,0,2,PP 9549,16.7,S
1189,3,1,female,4.0,1,1,PP 9549,16.7,S
1190,3,1,male,25.0,0,0,345768,9.5,S
1191,3,0,male,20.0,0,0,A/5. 2151,8.05,S
1192,3,0,male,24.5,0,0,342826,8.05,S
1193,3,0,male,3.0,0,0,36209,7.725,Q
1194,3,0,male,3.0,0,0,349222,7.8958,S
1195,3,0,male,3.0,0,0,370374,7.75,Q
1196,3,1,male,29.0,0,0,345779,9.5,S
1197,3,0,male,3.0,0,0,C.A. 6212,15.1,S
1198,3,1,female,3.0,0,0,330968,7.7792,Q
1199,3,0,male,3.0,0,0,374910,8.05,S
1200,3,0,male,3.0,0,0,SOTON/OQ 392082,8.05,S
1201,3,0,male,22.0,0,0,2669,7.2292,C
1202,3,0,male,3.0,0,0,392092,8.05,S
1203,3,0,male,40.0,0,0,349251,7.8958,S
1204,3,0,male,21.0,0,0,STON/O 2. 3101280,7.925,S
1205,3,1,female,18.0,0,0,3101265,7.4958,S
1206,3,0,male,4.0,3,2,347088,27.9,S
1207,3,0,male,10.0,3,2,347088,27.9,S
1208,3,0,female,9.0,3,2,347088,27.9,S
1209,3,0,female,2.0,3,2,347088,27.9,S
1210,3,0,male,40.0,1,4,347088,27.9,S
1211,3,0,female,45.0,1,4,347088,27.9,S
1212,3,0,male,3.0,0,0,349214,7.8958,S
1213,3,0,male,3.0,0,0,SOTON/OQ 392086,8.05,S
1214,3,0,male,3.0,0,0,315037,8.6625,S
1215,3,0,male,3.0,0,0,384461,7.75,Q
1216,3,1,female,3.0,0,0,335432,7.7333,Q
1217,3,0,male,19.0,0,0,348124,7.65,S
1218,3,0,male,30.0,0,0,A.5. 18509,8.05,S
1219,3,0,male,3.0,0,0,A.5. 3236,8.05,S
1220,3,0,male,32.0,0,0,STON/OQ. 369943,8.05,S
1221,3,0,male,3.0,0,0,349208,7.8958,S
1222,3,0,male,33.0,0,0,349239,8.6625,C
1223,3,1,female,23.0,0,0,CA. 2314,7.55,S
1224,3,0,male,21.0,0,0,A/4 45380,8.05,S
1225,3,0,male,60.5,0,0,3701,16.1,S
1226,3,0,male,19.0,0,0,349205,7.8958,S
1227,3,0,female,22.0,0,0,7553,9.8375,S
1228,3,1,male,31.0,0,0,STON/O 2. 3101288,7.925,S
1229,3,0,male,27.0,0,0,315083,8.6625,S
1230,3,0,female,2.0,0,1,347054,10.4625,S
1231,3,0,female,29.0,1,1,347054,10.4625,S
1232,3,1,male,16.0,0,0,SOTON/OQ 392089,8.05,S
1233,3,1,male,44.0,0,0,STON/O 2. 3101269,7.925,S
1234,3,0,male,25.0,0,0,SOTON/OQ 392076,7.05,S
1235,3,0,male,74.0,0,0,347060,7.775,S
1236,3,1,male,14.0,0,0,7538,9.225,S
1237,3,0,male,24.0,0,0,350035,7.7958,S
1238,3,1,male,25.0,0,0,350033,7.7958,S
1239,3,0,male,34.0,0,0,363294,8.05,S
1240,3,1,male,0.4167,0,1,2625,8.5167,C
1241,3,0,male,3.0,1,0,2621,6.4375,C
1242,3,0,male,3.0,0,0,2681,6.4375,C
1243,3,0,male,3.0,0,0,2684,7.225,C
1244,3,1,female,16.0,1,1,2625,8.5167,C
1245,3,0,male,3.0,0,0,32302,8.05,S
1246,3,0,male,3.0,1,0,376564,16.1,S
1247,3,1,female,3.0,1,0,376564,16.1,S
1248,3,0,male,32.0,0,0,STON/O 2. 3101293,7.925,S
1249,3,0,male,3.0,0,0,383121,7.75,Q
1250,3,0,male,3.0,0,0,349216,7.8958,S
1251,3,0,male,30.5,0,0,364499,8.05,S
1252,3,0,male,44.0,0,0,364511,8.05,S
1253,3,0,male,3.0,0,0,2673,7.2292,C
1254,3,1,male,25.0,0,0,LINE,0.0,S
1255,3,0,male,3.0,0,0,2641,7.2292,C
1256,3,1,male,7.0,1,1,2650,15.2458,C
1257,3,1,female,9.0,1,1,2650,15.2458,C
1258,3,1,female,29.0,0,2,2650,15.2458,C
1259,3,0,male,36.0,0,0,349247,7.8958,S
1260,3,1,female,18.0,0,0,4138,9.8417,S
1261,3,1,female,63.0,0,0,4134,9.5875,S
1262,3,0,male,3.0,1,1,A/5. 851,14.5,S
1263,3,0,male,11.5,1,1,A/5. 851,14.5,S
1264,3,0,male,40.5,0,2,A/5. 851,14.5,S
1265,3,0,female,10.0,0,2,345773,24.15,S
1266,3,0,male,36.0,1,1,345773,24.15,S
1267,3,0,female,30.0,1,1,345773,24.15,S
1268,3,0,male,3.0,0,0,345777,9.5,S
1269,3,0,male,33.0,0,0,345780,9.5,S
1270,3,0,male,28.0,0,0,345770,9.5,S
1271,3,0,male,28.0,0,0,345783,9.5,S
1272,3,0,male,47.0,0,0,345765,9.0,S
1273,3,0,female,18.0,2,0,345764,18.0,S
1274,3,0,male,31.0,3,0,345763,18.0,S
1275,3,0,male,16.0,2,0,345764,18.0,S
1276,3,0,female,31.0,1,0,345763,18.0,S
1277,3,1,male,22.0,0,0,2658,7.225,C
1278,3,0,male,20.0,0,0,350416,7.8542,S
1279,3,0,female,14.0,0,0,350406,7.8542,S
1280,3,0,male,22.0,0,0,349252,7.8958,S
1281,3,0,male,22.0,0,0,345767,9.0,S
1282,3,0,male,3.0,0,0,359309,8.05,S
1283,3,0,male,3.0,0,0,C.A. 49867,7.55,S
1284,3,0,male,3.0,0,0,SOTON/OQ 3101316,8.05,S
1285,3,0,male,32.5,0,0,345775,9.5,S
1286,3,1,female,38.0,0,0,2688,7.2292,C
1287,3,0,male,51.0,0,0,347064,7.75,S
1288,3,0,male,18.0,1,0,3101267,6.4958,S
1289,3,0,male,21.0,1,0,3101266,6.4958,S
1290,3,1,female,47.0,1,0,363272,7.0,S
1291,3,0,male,3.0,0,0,3410,8.7125,S
1292,3,0,male,3.0,0,0,S.O./P.P. 751,7.55,S
1293,3,0,male,3.0,0,0,A/5 2466,8.05,S
1294,3,0,male,28.5,0,0,54636,16.1,S
1295,3,0,male,21.0,0,0,SOTON/OQ 3101317,7.25,S
1296,3,0,male,27.0,0,0,315154,8.6625,S
1297,3,0,male,3.0,0,0,A/4. 34244,7.25,S
1298,3,0,male,36.0,0,0,345771,9.5,S
1299,3,0,male,27.0,1,0,2659,14.4542,C
1300,3,1,female,15.0,1,0,2659,14.4542,C
1301,3,0,male,45.5,0,0,2628,7.225,C
1302,3,0,male,3.0,0,0,2647,7.225,C
1303,3,0,male,3.0,0,0,2627,14.4583,C
1304,3,0,female,14.5,1,0,2665,14.4542,C
1305,3,0,female,3.0,1,0,2665,14.4542,C
1306,3,0,male,26.5,0,0,2656,7.225,C
1307,3,0,male,27.0,0,0,2670,7.225,C
1308,3,0,male,29.0,0,0,315082,7.875,S
